Unnamed: 0,Title,Company,Location,Link,Salary,Review,Description
727.0,Junior to Mid Software Developer,Finity Consulting,Sydney,https://www.seek.com.au/job/50989206?type=standard#searchRequestToken=a969c114-54b5-46bf-8e8b-5aaf811f5a67,"$80,000 - $100,000",None,"Junior to Mid Software Developer
True full stack role
Work on a variety of project
Be part of a dynamic and collaborative team
Who are we?
Finity Consulting is the largest independent actuarial and analytical consultancy in Australia & New Zealand and a leader in the development of data-driven insights. We have the start-up culture of a new business, but the industry reputation of an established one.

The Role
As a junior to mid-tier Software Engineer at Finity you will be working within our practice to deliver innovative full stack solutions. You will support and work closely with our product leads and the wider product teams to design and develop full stack technology products, core to its Technology Strategy. The role will work with multiple teams across our offices in Sydney and Melbourne.
Involved in designing and building our software products and capabilities, as directed by the CTO to meet the company requirements
Work on Typescript/JavaScript and some C# .NET Core full stack products
A true full stack role, involving development in all layers - front-end, back-end and database
Works flexibly to deliver innovative solutions on diverse technology challenges
Works on a wide variety of technology products and projects
Works collaboratively, and at times remotely, with our engineering and product teams on varying technology solutions
Develops and maintains strong relationships with internal stakeholders
You will need 
A tertiary qualification in Computer Science or Software Engineering is essential, post-graduate qualifications will be highly regarded. You will have
proven software engineering experience  in a commercial environment.
Understanding of Microsoft Full-Stack technologies e.g. JavaScript, TypeScript, SQL, C# .NET (Core), Angular.io, NodeJS, Postgres, Git
Understanding of Linux and familiarity with a shell scripting language – e.g. bash
Understanding of container technologies – e.g. Docker, Kubernetes
Understanding of one or more agile methodologies. E.g. KanBan, Scrum, Lean, Feature or SAFe
Pro-active and self-driven approach
Exposure to automation exposure using Ansible playbooks (desired)
Exposure to Cloud systems e.g. – Azure (desired)
Exposure to NGINX (desired)
Exposure to projects / products using data science languages & tools such as R & Python (desired)
Pro-active and self-driven approach
Ability to work in teams, including those across multiple locations
Sound interpersonal skills
Well-developed communication skills
Interested?
If this sounds like an opportunity you are interested in please apply by visiting our careers page at
www.finity.com.au/careers. Or for further information, contact
Jaylene Davey on +612 8252 3389 for a confidential chat.
Finity Consulting Pty Limited"
728.0,Senior Safety Analyst - Transport Performance,"Randstad - Construction, Property & Engineering",Melbourne,https://www.seek.com.au/job/50996272?type=standard#searchRequestToken=a969c114-54b5-46bf-8e8b-5aaf811f5a67,$99872 - $120838 p.a. + + super,None,"Senior Safety Analyst - Transport Performance
The Victorian Transport network, part of the Vic State Government are on the search for a Senior Safety Analyst, within an existing team. The opportunity calls for someone who is a Safety Expert, and be able to manage stakeholders and the data from the numerous Transport entities.
Responsibilities include:
Develop, implement and maintain an integrated safety and environmental management system and associated activities
Ability to deal with stakeholders and obtain key information
Assess the data and be able to navigate the bespoke systems
Key analytical experience of data assessment
Conduct monthly reports on Network performance and accidents, and provide results and corrective actions to site management where risk and responsibilities may need change or correction Pre-prepare, consult and attend audits with the company's 3rd party independent auditors.
Coordinate incident reporting, investigations
Manage the Incident Reporting system and facilitate the end to end user responsibilities
Implementing document control processes
Ability to apply creative and advanced conceptual and problem-solving skills to resolve complex issues, where
precedents are not available relating to the management, analysis and presentation of transport safety data and
information.
Ability to diagnose trends, obstacles and opportunities in the internal and external environment to inform policy;
identification of correlation and causation relationships between disparate datasets.
Specialist skills and understanding in data integration, analysis and reporting practices, and of systems to gather
information and gain deeper understanding.
In essence, if you have worked in a similar role for a large scale company to a high level then these responsibilities should be second nature. As well as working in a similar role, my client is keen to look at candidates with the following:
5+ years minimum systems experience with a highly respected construction company.
Minimum Cert IV in Data Science, Mathematics, Statistics, Information Technology, or a related field.
You may be required to undertake a medical and other safety compliance requirement
For the right candidate, a package of up to $120k + Super is on offer. Very impressive business and position, so please do not miss out. To Apply follow the link, or send a copy of your CV to adam.chamberlain@randstad.com.au
At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.
randstad.com.au"
731.0,Migration and Test Analyst,City of Greater Geelong,South West Coast VIC,https://www.seek.com.au/job/51024387?type=standard#searchRequestToken=a969c114-54b5-46bf-8e8b-5aaf811f5a67,"Band 7 ($92,716 - $102,981 pa) plus superannuation",4.0 overall rating (33 employee reviews),"Migration and Test Analyst
About us
We are committed to working together for a thriving community. We do this by delivering over 130 services to our rapidly growing population and working hard to protect and improve what it is that makes Greater Geelong such a great place to live.  
We’re going through an exciting period of change that will help us serve our community better. From digital modernisation to the contemporary office we’re building in Central Geelong, now more than ever is a great time to join our diverse and inclusive team.
About the Role
The Migration and Test Analyst will facilitate and oversee data migration activities to assist with the successful implementation of the core systems identified. This role will also work closely with the Project Managers, external contractors, internal departments and other relevant parties in shaping data migration practices and supporting the delivery of data management related activities within the organisation.
Two temporary full-time positions for 12 months.
Key Responsibilities:
Support the business systems data migration projects by performing analysis, data extraction and cleansing scripts to support the staged UAT and live implementation.  
Liaise with external vendors to analyze, support and migrate data between legacy and incoming systems.  
Develop, review and approve design and implementation of internal and external data migration.  
Work with subject matter experts and technical team members to identify, track, report and resolve problems and recommend remediation actions in a timely manner.
Write and maintain scripts, system documentation and procedures.
Perform data migration testing, reconciliation and exception reporting.
Maintain and promote knowledge on industry standards about relevant applications, big data solutions and tools.
About you  
To be successful in this role you have will have demonstrated experience and a proven track record in major and complex ICT projects which involved integration, data migration and digital transformation.
Demonstrated experience utilising a range of testing tools and methodologies to successfully design, implement and manage all phases of the test function.
Strong documentation skills with the ability to write comprehensive plans, scripts and reports, including skills in batch script development.
Well-developed analytical and problem-solving skills demonstrated in IT initiatives within a complex and/or challenging environment
Ability to work in a team environment or autonomously.
Effective team member skills to support and contribute to an environment of high-functioning, productive and engaged teams across a matrix structure and with vendors
Degree or diploma in Information Technology/Management, Computer Science, Data Science or equivalent plus relevant post-graduate qualifications, or an equivalent combination of formal training and experience in data.
Certifications or extensive working knowledge of Prince II, Agile and SDLC.
Desirable:
Experience with Oracle ERP and Oracle Cloud Infrastructure (OCI). 
Experience in Finance, Human Resource Management and / or Customer Relationship Management systems.
Data migration skills applied in local government and/or the public sector.
ITIL certification or experience
As a member of our team, you’ll enjoy the benefits of:
flexible work arrangements
paid parental leave (14 weeks)
a healthy and safe environment
our employee wellbeing program
discounted memberships at Swim Sport and Leisure facilities
career development opportunities.
Applications and Enquiries
Click the Position Description link to view more information about this position. Applicants must address the Key Selection Criteria as listed in the position description.
Applications close 5.00pm Wednesday 9 December 2020.
Position Description
Click the Apply button to submit your application or find out more about this opportunity.
City of Greater Geelong values equal opportunity, fairness and enjoys a diverse and inclusive workforce. Applications are encouraged from people with a disability, Aboriginal and Torres Strait Islander descent, and people of all other cultural backgrounds.
www.geelongaustralia.com.au/employment"
732.0,Migration and Test Analyst,City of Greater Geelong,South West Coast VIC,https://www.seek.com.au/job/51024386?type=standard#searchRequestToken=a969c114-54b5-46bf-8e8b-5aaf811f5a67,"Band 7 ($92,716 - $102,981 pa) plus superannuation",4.0 overall rating (33 employee reviews),"Migration and Test Analyst
About us
We are committed to working together for a thriving community. We do this by delivering over 130 services to our rapidly growing population and working hard to protect and improve what it is that makes Greater Geelong such a great place to live.  
We’re going through an exciting period of change that will help us serve our community better. From digital modernisation to the contemporary office we’re building in Central Geelong, now more than ever is a great time to join our diverse and inclusive team.
About the Role
The Migration and Test Analyst will facilitate and oversee data migration activities to assist with the successful implementation of the core systems identified. This role will also work closely with the Project Managers, external contractors, internal departments and other relevant parties in shaping data migration practices and supporting the delivery of data management related activities within the organisation.
Two temporary full-time positions for 12 months.
Key Responsibilities:
Support the business systems data migration projects by performing analysis, data extraction and cleansing scripts to support the staged UAT and live implementation.  
Liaise with external vendors to analyze, support and migrate data between legacy and incoming systems.  
Develop, review and approve design and implementation of internal and external data migration.  
Work with subject matter experts and technical team members to identify, track, report and resolve problems and recommend remediation actions in a timely manner.
Write and maintain scripts, system documentation and procedures.
Perform data migration testing, reconciliation and exception reporting.
Maintain and promote knowledge on industry standards about relevant applications, big data solutions and tools.
About you  
To be successful in this role you have will have demonstrated experience and a proven track record in major and complex ICT projects which involved integration, data migration and digital transformation.
Demonstrated experience utilising a range of testing tools and methodologies to successfully design, implement and manage all phases of the test function.
Strong documentation skills with the ability to write comprehensive plans, scripts and reports, including skills in batch script development.
Well-developed analytical and problem-solving skills demonstrated in IT initiatives within a complex and/or challenging environment
Ability to work in a team environment or autonomously.
Effective team member skills to support and contribute to an environment of high-functioning, productive and engaged teams across a matrix structure and with vendors
Degree or diploma in Information Technology/Management, Computer Science, Data Science or equivalent plus relevant post-graduate qualifications, or an equivalent combination of formal training and experience in data.
Certifications or extensive working knowledge of Prince II, Agile and SDLC.
Desirable:
Experience with Oracle ERP and Oracle Cloud Infrastructure (OCI). 
Experience in Finance, Human Resource Management and / or Customer Relationship Management systems.
Data migration skills applied in local government and/or the public sector.
ITIL certification or experience
As a member of our team, you’ll enjoy the benefits of:
flexible work arrangements
paid parental leave (14 weeks)
a healthy and safe environment
our employee wellbeing program
discounted memberships at Swim Sport and Leisure facilities
career development opportunities.
Applications and Enquiries
Click the Position Description link to view more information about this position. Applicants must address the Key Selection Criteria as listed in the position description.
Applications close 5.00pm Wednesday 9 December 2020.
Position Description
Click the Apply button to submit your application or find out more about this opportunity.
City of Greater Geelong values equal opportunity, fairness and enjoys a diverse and inclusive workforce. Applications are encouraged from people with a disability, Aboriginal and Torres Strait Islander descent, and people of all other cultural backgrounds.
www.geelongaustralia.com.au/employment"
742.0,Business Analyst - Data specialist,Hydrogen Group Pty Ltd,Sydney,https://www.seek.com.au/job/50973317?type=standard#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,$100000.00 - $110k p.a. + Super and bonus,None,"Business Analyst - Data specialist
About our Client:
My client is global leader in Retail Banking within Australia and International markets. They are continuing their data journey and are looking for Business Analyst within their Sydney Office.
Over the last 18 months the organisation has become internationally renowned for their approach to monetising their data assets leveraging their data engineering platform and advanced data science capability.
The Opportunity:
Working in a team of dedicated Data, Analytics and Governance professionals you will play a key role as the BA leading a number of key functions bridging the gap between the business and Technical teams. Your role will be to elicit business requirements whilst educating the business on the capability and limitations on data tool and technologies.
This role is pivotal to the continued success and monetisation of their data assets. You will take a leading role in ensuring all data processes and frameworks are in place and adhered to, driving data quality across the organisation.
About you:
Proven Business Analyst skill working within Data projects and environments;
Ideal candidate will have experience working in Banking Industry supporting Data Architecture, development and Governance teams;
Strong knowledge across the data landscape with the ability to influence and educate senior business stakeholders on the use of data;
Should have good stakeholder management and communications skills will allow you to successfully keep the team updated on deliverables and ensure key project stakeholders are aware of progress against project milestones;
You will utilise your previous Business Analyst experience to shape the build of the new big data platform to ensure commercial business goals are met;
Should have experience in organizing workshops to determine business requirements;
Ideally you come from a technical data background but have moved into the business side bridging the business and technical teams.
Any hands on experience with data technologies such ETL, visualisation, data analysis would be a big advantage.
The Successful candidate
With both permanent and contract positions available we encourage candidates with skills in the above area to contact the team at Hydrogen for confidential discussions. We are seeking intellectually capable, personable and change driven individuals who want to be part of a market leading consulting organisation. First class communication skills in both the written and verbal form will be required.
What's on offer?
The opportunity to work with world class thought leaders in the financial and banking space. International and local career progression.
Competitive salaries depending on experience (roles range from $100,000 + super - 110,000 + super).
..."
746.0,Senior Pricing Analyst/Manager - Based in Canberra,Ashdown People,Sydney,https://www.seek.com.au/job/50953611?type=standard#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,$130000 - $200000,None,"Senior Pricing Analyst/Manager - Based in Canberra
Australian Citizenship + Baseline Clearance required
Based in Canberra - Must be willing to relocate
Strong understanding of Technology Product pricing - preferred
About the Company
Our client is a specialist technology procurement, strategy, and benchmark consulting firm with a continued ambitious growth strategy. Our client prides themselves with innovation, integrity and client satisfaction. Specialising in the delivery of exceptional outcomes through strategic sourcing initiatives, innovative technology strategy, complex transition management, specialised benchmarking, and supplier management.
 
About the role
As the Senior Pricing Analyst/Manager you will utilise your analytical mindset with proven skills set to drive success and assist with the development and implantation and of strategies, as well as build strong relationships with customers to identity target markets and review trends.
Conducting pricing calculations and analysis, developing complex pricing models and advising on pricing best practice.
Consulting with clients on end-to-end costs of technology implementation.
Monitoring key pricing analytics, and provide regular updates on implications
Pricing analysis of large complex supplier responses for the purpose of client evaluation and selection.
Build and maintain relationships with stakeholders - internal, government and non-government.
Identify risks and opportunities to deliver optimal revenue to the business
Monitor and analyse pricing trends in the market to support new pricing recommendations
Manage and implement short term and visionary long-term pricing strategies.
Identify and implement opportunities to enhance business processes
 
About you
To ensure your success you will offer a strong finance background with particular emphasis on Pricing within a Management Consulting capacity.  You will have a deep understanding of technologies, strong understanding of commercials and be highly proficient in pricing – this is key.
 
CA or CPA qualifications are highly desirable.
Must have proven and previous experienced in a Senior Pricing Management role ideally within an consulting, technology, or telecommunications industry
High attention to detail, excellent time management skills and a proactive approach to customers
Degree Qualified – preferably within Finance, Business Management / Commerce, Information Technology, Actuarial / Statistics, Computer / Data Science or Law.
Excellent price modelling and data skills
A proven mix of strategic capability and operational execution
Must hold Australian Citizenship or be eligible to obtain Government Security Clearance.
Ashdown People
Level 13, 333 George Street
Sydney, NSW 2000
Tel: (02) 8296 9888
Web: www.ashdownpeople.com.au
LinkedIn: Ashdown People"
749.0,Senior Consultant,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Sydney,https://www.seek.com.au/job/50964652?type=standout#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,"$85000.00 - $120000.00 per annum, Bonus",None,"Senior Consultant
Multiple roles available from Consultant through to Manager level
Demonstrable consulting experience across 1 or more technology domains
Permanent opportunity

About the Company
Our client is a well-established, highly-regarded Consulting Firm, that is servicing clients across Australia and New Zealand. They design, negotiate, protect, and optimise investments across enterprise digital and converged services.  ICT Strategic Sourcing and Commercial Negotiation has been at the core service offerings since the Firm's inception. They deliver and support the execution of ICT procurement processes with high value outcomes under accelerated timeframes regardless of the complexity of scope, stakeholder, or supplier.

About the Role
The Sydney team is enjoying an exciting period of growth, which has created several opportunities to join the team. In support of this they are seeking individuals with a strong knowledge of ICT and who are experienced in:
Developing sourcing strategies
Strategic, end-to-end technology sourcing programs
Developing commercial strategies and co-ordinating procurement
Running/supporting tender processes
Negotiation planning and execution
Supplier Performance Management/Contract Management

Requirements
Our client is seeking candidates at various levels (Consultant, Senior Consultant, Senior Manager) with the following skills and experience:
  Undergraduate degree preferably within: Business Management/Commerce, Information Technology, Actuarial/Statistics, Computer/Data Science, Finance or Law
Experience working in end-to-end IT strategic sourcing, technology procurement, and/or commercial negotiation
Experience working in at least one or more IT domains (cloud, network, data centre or applications) in an IT consulting environment
A deep understanding of technologies and commercial reform
Advanced Excel modelling, Word and Power Point skills
Attention to detail and time management
Superior communication and customer relationship building skills
A true team player, with a positive 'can do' attitude, who is focussed on delivering value and quality outcomes
Terms
Exciting permanent opportunities
Paying salaries commensurate with skills and experience
Bonus payment in addition to salary
Wide range of social, financial and health benefits to support your wellbeing including free gym membership
Best practice learning and development programs to accelerate and grow their careers
Ideally they would like someone to be able to start immediately, however if you need to give notice or are unable to start until the New Year that will be fine too
Flexible working environment

Next Steps
Our client is currently accepting applications and ready to hire immediately. Please apply now or contact Lucy Gerondis at lucy.gerondis@talentinternational.com 

APPLY NOW


 



 "
750.0,Manager Surface Water Science,"Department of Planning, Industry and Environment",Sydney,https://www.seek.com.au/job/51071039?type=standard#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,"Salary package starting from $128,089",3.1 overall rating (28 employee reviews),"Manager Surface Water Science
Be part of the evolving water sector with a role focused on natural resource management
Build & maintain strong relationships to collaborate across government agencies
Lead a team of passionate experts as a confident manager of change
Salary package starting from $128,089, flexible location
  This is an incredible opportunity to lead a passionate team of expert scientists as well as engage and collaborate across government agencies and communicate outcomes. In this role, you will lead the applied water science activities to deliver sound scientific data, managing surface water science activities for the division. The role leads scientific studies and data analysis to improve the knowledge of water quality, hydrology, geomorphology, ecology and environmental impact for the effective management of water resources across NSW. The role also requires the integration of surface water information with groundwater science and management activities. The reform of the water sector will lead to a greater involvement of this team into providing input into a wider array of water sector activities.
  About the role:
In this role, you will:
  Provide research leadership to scientists, ensuring high quality water research is undertaken to provide knowledge to support the effective management of water resources across the state.
Maintain networks with government and non-government research organisations, Universities and other partners to promote collaboration and information sharing, identifying opportunities for pure scientific research to be translated and integrated into applied water science programs.
Work collegially with the Director Water Science, and other senior scientists within DPIE to ensure scientific collaborations are optimised and that consistent quality standards are implemented.
Contribute scientific information to water sharing plans, including the protection of the health of ground water and surface water dependent ecosystems, providing greater water security for industries, communities and cultural users and more valuable and tradable rights to water.
  Note – this role is applies to natural resource management as opposed to just water utility management.
  About you:
To be successful in this role you will require:
Tertiary qualification in water sciences, applied sciences or engineering and/or equivalent experience as it is applied to leading applied natural resource science.
  To learn more about the role, click here to view the role description.
  About Us
The Water Group leads the NSW Government in providing confidence to communities and stakeholders with the transparent stewardship of water resources, provision of services and reforms that support sustainable and healthy environments, economies and societies across NSW.
  Applying for the role
Applicants must address their suitability by supplying an updated copy of their Resume and a brief cover letter that outlines their skills and experience relevant to the role. Applications close Sunday 13 December 2020 at 11:55pm. For more information, contact Lynn Tamsitt on 0409 687 518 
  Good to know
A Recruitment Pool may be established for future roles with similar focus capabilities. The Recruitment Pool may be available to hiring managers from Planning and Environment Cluster and other NSW Public Sector agencies over an 18-month period.
  Our Commitment to Diversity and Flexibility
The Planning, Industry and Environment Cluster strives to be an inclusive workplace for all people. We recognise that we operate in a diverse community and welcome and encourage applications from all ages and genders, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQ+ community, veterans, refugees and those with disability.
  We understand that flexibility means different things to different people and are committed to offering flexible work arrangements where and when possible."
752.0,Software Engineer,The Onset,Sydney,https://www.seek.com.au/job/50968298?type=standout#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,"$160,000 + Super + Equity",None,"The term ""we aren't saving lives"" simply doesn't apply here. As a Software Engineer in this disruptive medical software startup you'll work on a core product that positively impacts surgical diagnosis and procedures. 
You'll get to work with a highly experienced and passionate founding team based in Sydney, but also slot into a globally distributed technology team with operations both in the US and China. 
As an early technical team member you'll be instrumental in building out the data engineering process, deploying machine learning and delivering world class engineering practices. 
Some skin in the game via ESOP is on the table. 
Technical experience required: 
Python (API)
Kubernetes, Docker 
High scale engineering / Data Engineering
Phenomenal computer science fundamentals surrounding data structures and algorithms 
A keen interest in and some experience with Machine Learning 
ISO 13485 is not a must have but will be well regarded 
5+ years as a commercial software engineer
Please reach out to Ronny on 0448 808 848 or ronny@theonset.com.au to learn more. 
   "
754.0,Product Director,The Onset,Sydney,https://www.seek.com.au/job/50952489?type=standout#searchRequestToken=c31018c4-25b9-4fca-b333-916e2a078598,$200K ++,None,"The Product Director for Data is tasked with personalisation for customers as a combination of data science, product development and technology. 
Startups often talk about AI or Machine Learning to drive personalisation; but they rarely have access to high quality first party data (10M+ records), the technical infrastructure, commercial nous or executive appetite to execute an ML strategy. 
Machine Learning Engineers and data analysts here are engaged on specialist projects across the technology team. They are fairly autonomous; creating market advantage and providing clarity on what Machine Learning actually is to everyone else, and more importantly – what ML is not.
There are 8-10 core products (B2B and B2C) and each area needs a different sized slice of Machine Learning to drive insights and innovation. You’ll ultimately decide which products to develop your analytics and machine learning engineering teams to, accounting for both commercial impact and the units’ personal development objectives.  
You will be driving the overall product strategy and working across the cross-functional stakeholders to bring clarity and prioritization to the businesses data strategy. 
What you’ll own 
Prioritising backlog and creating the product roadmap with key stakeholders 
Delivering on products that will shape the end user experience
Mentoring, coaching and collaborating with a team that includes strong UX, product manager and developers to shape the product culture. 
Utilise strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch points
Your experience
Minimum 5+ years’ experience with product management responsibilities 
Experience in a high-growth start-up working with product and data teams
Strong communication and relationship management internally and externally
Ideally, exposure developing products in a regulated environment.
Preferred degree in a quantitative area and analytical/statistical skills
What you can expect when you walk in the door
Professional development
The organization was fast to respond to Covid19 at a technical level, and is still operating in a 100% remote capacity. Flexibility post-Covid for WFH is a no brainer, as there is current opportunity to book office space for collaboration sessions (or face to face meetings). 
Additional holidays throughout the year and Christmas shut down
There’s so much more I’d love to share about this opportunity - if this  Product Director role has piqued your interest then let’s talk priya@theonset.com.au 0437 723 636."
768.0,Cyber Security Specialist (remote/off-site),Recruitment Hive,ACT,https://www.seek.com.au/job/50923329?type=standout#searchRequestToken=a95c2865-3b1c-44ae-890b-1036dc8754d7,Up to $928 p day Transparent Rate Structure,None,"Cyber Security Specialist (remote/off-site)
Capped at $928 per day (incl. super)
6 month contract + possible extensions
Our client , a Federal Government Commission are looking for a Cyber Security Specialist to work off-site / remotely for a 6 month contract with possible extensions.
The Cyber Security Specialist will:
Will take the technical lead for the solution architecture to address cyber threats;
This position is to take the technical lead for the security solution definition in the team;
Prioritise requirements of the Commonwealth Protective Security Policy Framework (PSPF);
Translate security requirements and define controls to achieve compliance with PSPF Policy INFOSEC 10: “Safeguarding information from cyber threats”;
Estimate architectural and engineering effort to meet requirements of the Commonwealth Information Security Manual (ISM);
Review solution designs to ensure selected ISM controls are applied effectively and efficiently;
Conduct cyber risk assessments and propose mitigation/treatment options; and
Provide high level architectures including Solution on a Page (SOAP).
The Cyber Security Specialist will have:
Expert understanding of cryptography and associated mathematics;
Extensive experience in Commonwealth Information Security Manual;
Solid understanding of IDAM vendors tools and various approaches identity management, authentication and authorisation;
Solid understanding of security protocols, cyber threat intelligence, SEIM and vendors solutions;
Experience implementing multi-factor authentication, single sign-on and related technologies;
Good working knowledge of ITIL, secure code development and cloud environments;
Good working knowledge of privacy, data science and analytics; and
Good working knowledge of current IT risks and experience implementing security solutions.
IF you would like to apply for this contract opportunity, please click the Apply for This Job button. Alternatively, you may call Ronald on (02) 6299 1006, citing job # 4136.
  Please note: this role closes on Monday the 11th of November."
772.0,Asset Master Data Manager,Adaps IT,Sydney,https://www.seek.com.au/job/50978658?type=standard#searchRequestToken=a95c2865-3b1c-44ae-890b-1036dc8754d7,$850 - $1k p.d. + Flexible for a right candidate,None,"Asset Master Data Manager

""I hope everyone is keeping safe and well at the moment ?""

If you are actively looking a new opportunity, then don't miss this one!!!

One of the Large Government Department is hiring an Asset Master Data Manager in Parramatta, Sydney for a 9 Months contract (on a view to extension)
Rates on offer: $850 -$1000 /day (Flexible for a right candidate)
Enjoy the benefits of working with like-minded experts
Immediate start


Primary purpose of the role
The Asset Master Data Manager is responsible for developing, implementing and operating the management system for asset management master data. The primary purpose of the role is to establish and implement the management system associated with asset management master data sufficient to support the compliance to the client's Policy for Asset Management in the Public Sector and other relevant standards, regulations and state based requirements.


Key accountabilities
Lead Sydney Assets functions to extract, transform and load data from various legacy AM information systems as well as major and minor capital projects, to Client's preferred AM systems. This includes extracts or integrations from relevant systems.
Oversee the development and implementation of a management system for asset management data that meets the requirements of the AM Policy and is suitable for adoption by all Greater Sydney and Regional and Outer Metropolitan asset management functions.
Lead the development and implementation of methodologies, tools and systems that support adoption of master data management practices, ensuring they are aligned with ISO 55001, fit for purpose and integrated with existing Client's practices and other management systems such as the asset management system, information security requirements and relevant state and federal record keeping and privacy requirements.
Establish measures, endorsement of organisational accountabilities and processes and procedures to maintain data integrity ensuring that stakeholders are appropriately engaged, acquit the actions necessary, remain accountable for and continuously improve data integrity sufficient to enable Greater Sydney to meet asset management and regulatory compliance obligations.
Manage all elements of the master data management system to ensure that key operational processes are appropriately resourced and meet the requirements of stakeholders and support data integrity associated with acquisition and disposal of new assets and the creation and retirement of records associated with existing assets.
Establish and implement robust project and program management approaches and ensure that staff and suppliers operate to these approaches and that master data management solutions are delivered in accordance with stakeholder's expectations including requirements for cost, time and quality.
Provide technical leadership and role model appropriate culture and behaviours to all stakeholders including direct reports
Provide input to and participate in business unit strategy development and work and financial planning.

What we need from the candidate:
Tertiary qualifications in Engineering, Asset Management, Data Science, Project Management or another applicable subject is essential.
Minimum 5 years of experience in Asset Management, Data Management is highly regulated and preferable High Reliability Operations environments.
Strong understanding of ISO 31000, ISO 55000, ISO 19600 and other asset management industry best practice, with extensive knowledge of statutory maintenance obligations, including legislation and AS/NZS requirements.
Commercial acumen and strong leadership, with proven ability to develop and maintain internal and external relationships.


How to Apply:

Please apply using the link below or call Rams on 03 7001 1405 for further details. Applications closes based on the volume of applications received. Only short-listed candidates will be contacted.

Adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements"
777.0,Retail Store Manager (Melbourne CBD or Malvern location),Australian Retailers Association Talent Registry,Melbourne,https://www.seek.com.au/job/51009572?type=standout#searchRequestToken=f7da3e67-817b-4e01-bd9b-efeac193db1c,"$45,000 - $54,999 (base plus commission) & super",None,"About us
Aussie Disposals is an Australian owned company established in 1962 with locations in Victoria and New South Wales with a view to increase our stores in the future. Our extensive product range consists of, but not limited to: camping products, winter and summer clothing, work wear for both tradies and the weekender with boots to suit, archery, gold panning, back packs and lighting just to name a few! 
We are looking for two successful candidates - one to manage our Melbourne CBD store and another person to manage our Malvern store.
  Qualifications & experience
The successful applicant/s require a minimum of 3 year's retail management experience including leading a team, increase in sales, merchandising and above all a passion for customer service.
  Tasks & responsibilities
If successful, duties will include but not limited to:
Leading and Managing a team of unified team members who work together 
Ensuring the stock levels not only comply within our guidelines but service all customers who visit our store
All paperwork and administration work is completed in a timely manner
Sales budgets are consistently met and exceeded
Aussie Disposals will be committed to training the successful applicant in all areas of our policies and procedures, stock ordering, merchandising, stock training and administration.
  Benefits
Our wages package is competitive which is award, overtime, commissions and superannuation, with internal promotions available to the right team member, or an opportunity to become a Franchise owner!
All team members are also entitled to a generous discount at store level.
You will have the support of your experienced Area Manager for the success of both you, your team and your store
  How to apply
To apply for this role, please start the application process by hitting APPLY.  
You will then be invited to complete an on-line assessment evaluation through our chosen technology partner “Shortlyster”.  Your application will only be considered, once this on-line process is complete. 
The Shortlyster technology helps us to intelligently shortlist candidates who fit our role on a technical level as well as a cultural, organisational, job and personality fit. It allows us to standardise candidate evaluations with a scorecard based on science and powerful data. Therefore, eliminating the need to make decisions based on ‘gut feel’ as it removes all decision bias.
  Strictly no recruitment agencies please"
